Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of protein-containing complex assembly (GO:0031334)	3/118	2.766393e-01	3.764594e-01	0	0	1.663362e+00	2.137488e+00	CDH5;BAX;RASIP1
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	2/67	2.785181e-01	3.764594e-01	0	0	1.960539e+00	2.506103e+00	FLT4;VEGFC
GO_Biological_Process_2021	actin nucleation (GO:0045010)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	ARPC1B
GO_Biological_Process_2021	purinergic nucleotide receptor signaling pathway (GO:0035590)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	IL1B
GO_Biological_Process_2021	regulation of anoikis (GO:2000209)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	CEACAM6
GO_Biological_Process_2021	autonomic nervous system development (GO:0048483)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	EDNRB
GO_Biological_Process_2021	beta-catenin destruction complex disassembly (GO:1904886)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	FRAT2
GO_Biological_Process_2021	regulation of cardiac muscle cell proliferation (GO:0060043)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	FGFR2
GO_Biological_Process_2021	regulation of cell-substrate junction assembly (GO:0090109)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	GPM6B
GO_Biological_Process_2021	cellular response to estradiol stimulus (GO:0071392)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	RAMP3
GO_Biological_Process_2021	regulation of fibroblast migration (GO:0010762)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	THBS1
GO_Biological_Process_2021	cellular response to steroid hormone stimulus (GO:0071383)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	BMP4
GO_Biological_Process_2021	chondroitin sulfate biosynthetic process (GO:0030206)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	CHSY1
GO_Biological_Process_2021	regulation of lipid catabolic process (GO:0050994)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	IL1B
GO_Biological_Process_2021	regulation of lipoprotein lipase activity (GO:0051004)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	ANGPTL4
GO_Biological_Process_2021	error-prone translesion synthesis (GO:0042276)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	PCNA
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	BAX
GO_Biological_Process_2021	regulation of transcription by RNA polymerase III (GO:0006359)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	CEBPA
GO_Biological_Process_2021	regulation of transposition (GO:0010528)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	APOBEC3B
GO_Biological_Process_2021	regulation of ubiquitin protein ligase activity (GO:1904666)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	CDC20
GO_Biological_Process_2021	response to progesterone (GO:0032570)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	THBS1
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	MSH2
GO_Biological_Process_2021	sterol transport (GO:0015918)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	NPC2
GO_Biological_Process_2021	long-term synaptic potentiation (GO:0060291)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	ARC
GO_Biological_Process_2021	myotube differentiation (GO:0014902)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	IGF1
GO_Biological_Process_2021	NAD biosynthetic process (GO:0009435)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	PTGS2
GO_Biological_Process_2021	negative regulation of response to wounding (GO:1903035)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	SERPINE1
GO_Biological_Process_2021	negative regulation of small GTPase mediated signal transduction (GO:0051058)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	SPRY4
GO_Biological_Process_2021	nuclear-transcribed mRNA poly(A) tail shortening (GO:0000289)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	ZFP36
GO_Biological_Process_2021	poly(A)+ mRNA export from nucleus (GO:0016973)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	NXF3
GO_Biological_Process_2021	positive regulation of glycolytic process (GO:0045821)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	IGF1
GO_Biological_Process_2021	positive regulation of purine nucleotide metabolic process (GO:1900544)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	IGF1
GO_Biological_Process_2021	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	BMP2
GO_Biological_Process_2021	positive regulation of transcription regulatory region DNA binding (GO:2000679)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	IGF1
GO_Biological_Process_2021	protein localization to chromatin (GO:0071168)	1/21	2.797909e-01	3.764594e-01	0	0	3.182848e+00	4.054034e+00	MSH2
GO_Biological_Process_2021	phosphorylation (GO:0016310)	8/400	2.819040e-01	3.791021e-01	0	0	1.304095e+00	1.651230e+00	ACVRL1;BMP2;LTK;SPHK1;BTK;PDGFB;CCL2;TRIB1
GO_Biological_Process_2021	neuron differentiation (GO:0030182)	4/174	2.844061e-01	3.822646e-01	0	0	1.500961e+00	1.887237e+00	FOXA1;NR4A2;IRX5;IER2
GO_Biological_Process_2021	protein homooligomerization (GO:0051260)	3/121	2.892837e-01	3.859814e-01	0	0	1.620825e+00	2.010386e+00	ARC;AQP5;UPB1
GO_Biological_Process_2021	cellular response to decreased oxygen levels (GO:0036294)	2/69	2.900154e-01	3.859814e-01	0	0	1.901822e+00	2.354116e+00	RORA;PTGS2
GO_Biological_Process_2021	negative regulation of cellular catabolic process (GO:0031330)	2/69	2.900154e-01	3.859814e-01	0	0	1.901822e+00	2.354116e+00	TIMP3;RASIP1
GO_Biological_Process_2021	positive regulation of protein transport (GO:0051222)	2/69	2.900154e-01	3.859814e-01	0	0	1.901822e+00	2.354116e+00	PLK3;IGF1
GO_Biological_Process_2021	protein mannosylation (GO:0035268)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	SDF2L1
GO_Biological_Process_2021	cellular response to osmotic stress (GO:0071470)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	AQP5
GO_Biological_Process_2021	regulation of lipid storage (GO:0010883)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	IL6
GO_Biological_Process_2021	regulation of macrophage chemotaxis (GO:0010758)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	THBS1
GO_Biological_Process_2021	error-free translesion synthesis (GO:0070987)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	PCNA
GO_Biological_Process_2021	regulation of response to cytokine stimulus (GO:0060759)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	KLF4
GO_Biological_Process_2021	regulation of voltage-gated calcium channel activity (GO:1901385)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	PDE4B
GO_Biological_Process_2021	membrane lipid metabolic process (GO:0006643)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	SPHK1
GO_Biological_Process_2021	membrane protein intracellular domain proteolysis (GO:0031293)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	MMP7
GO_Biological_Process_2021	natural killer cell mediated cytotoxicity (GO:0042267)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	GZMB
GO_Biological_Process_2021	negative regulation of B cell activation (GO:0050869)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	TNFAIP3
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	CEBPA
GO_Biological_Process_2021	negative regulation of lipid biosynthetic process (GO:0051055)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	BMP2
GO_Biological_Process_2021	negative regulation of phosphate metabolic process (GO:0045936)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	BMP4
GO_Biological_Process_2021	negative regulation of protein dephosphorylation (GO:0035308)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	PPP1R15A
GO_Biological_Process_2021	neuronal action potential (GO:0019228)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	KCNMB4
GO_Biological_Process_2021	organelle fusion (GO:0048284)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	BAX
GO_Biological_Process_2021	phosphatidylserine acyl-chain remodeling (GO:0036150)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	PLA1A
GO_Biological_Process_2021	positive regulation of amyloid precursor protein catabolic process (GO:1902993)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	AGER
GO_Biological_Process_2021	positive regulation of signal transduction by p53 class mediator (GO:1901798)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	MSX1
GO_Biological_Process_2021	proteasomal ubiquitin-independent protein catabolic process (GO:0010499)	1/22	2.909659e-01	3.859814e-01	0	0	3.031130e+00	3.742079e+00	ENC1
GO_Biological_Process_2021	carbohydrate homeostasis (GO:0033500)	2/70	2.957563e-01	3.913154e-01	0	0	1.873759e+00	2.282649e+00	CEBPA;IL6
GO_Biological_Process_2021	COPII-coated vesicle budding (GO:0090114)	2/70	2.957563e-01	3.913154e-01	0	0	1.873759e+00	2.282649e+00	CTSZ;CTSC
GO_Biological_Process_2021	defense response to Gram-positive bacterium (GO:0050830)	2/70	2.957563e-01	3.913154e-01	0	0	1.873759e+00	2.282649e+00	IL6;IL12A
GO_Biological_Process_2021	wound healing (GO:0042060)	2/70	2.957563e-01	3.913154e-01	0	0	1.873759e+00	2.282649e+00	COL3A1;IGF1
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	2/70	2.957563e-01	3.913154e-01	0	0	1.873759e+00	2.282649e+00	ZFP36;PTX3
GO_Biological_Process_2021	regulation of mitotic cell cycle (GO:0007346)	4/178	2.982720e-01	3.944387e-01	0	0	1.466156e+00	1.773681e+00	FOXA1;CDC20;CCNB1;SPHK1
GO_Biological_Process_2021	protein tetramerization (GO:0051262)	2/71	3.014903e-01	3.946067e-01	0	0	1.846509e+00	2.213996e+00	AQP5;UPB1
GO_Biological_Process_2021	cholesterol homeostasis (GO:0042632)	2/71	3.014903e-01	3.946067e-01	0	0	1.846509e+00	2.213996e+00	NPC2;RORA
GO_Biological_Process_2021	fatty acid biosynthetic process (GO:0006633)	2/71	3.014903e-01	3.946067e-01	0	0	1.846509e+00	2.213996e+00	LIAS;PTGS2
GO_Biological_Process_2021	regulation of mononuclear cell migration (GO:0071675)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	THBS1
GO_Biological_Process_2021	regulation of necroptotic process (GO:0060544)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	PELI1
GO_Biological_Process_2021	regulation of neural precursor cell proliferation (GO:2000177)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	NES
GO_Biological_Process_2021	DNA methylation (GO:0006306)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	FOS
GO_Biological_Process_2021	drug catabolic process (GO:0042737)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	CYP3A5
GO_Biological_Process_2021	ear morphogenesis (GO:0042471)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	FGFR2
GO_Biological_Process_2021	regulation of protein export from nucleus (GO:0046825)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	IL1B
GO_Biological_Process_2021	ERK1 and ERK2 cascade (GO:0070371)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	IGF1
GO_Biological_Process_2021	regulation of steroid metabolic process (GO:0019218)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	RORA
GO_Biological_Process_2021	regulation of toll-like receptor 4 signaling pathway (GO:0034143)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	TNFAIP3
GO_Biological_Process_2021	hexose transmembrane transport (GO:0008645)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	SLC2A3
GO_Biological_Process_2021	response to nutrient levels (GO:0031667)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	FAM107A
GO_Biological_Process_2021	membrane protein ectodomain proteolysis (GO:0006509)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	MMP7
GO_Biological_Process_2021	negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	RGS2
GO_Biological_Process_2021	negative regulation of phosphoprotein phosphatase activity (GO:0032515)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	PPP1R15A
GO_Biological_Process_2021	oligosaccharide biosynthetic process (GO:0009312)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	FUT1
GO_Biological_Process_2021	positive regulation of cell cycle G2/M phase transition (GO:1902751)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	CCNB1
GO_Biological_Process_2021	positive regulation of natural killer cell mediated immunity (GO:0002717)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	IL12A
GO_Biological_Process_2021	positive regulation of receptor internalization (GO:0002092)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	SELE
GO_Biological_Process_2021	protein deacylation (GO:0035601)	1/23	3.019680e-01	3.946067e-01	0	0	2.893204e+00	3.464421e+00	LYPLA1
GO_Biological_Process_2021	regulation of phosphorylation (GO:0042325)	3/125	3.062056e-01	3.999388e-01	0	0	1.567363e+00	1.854971e+00	BMP4;CDH5;THBS1
GO_Biological_Process_2021	cell junction organization (GO:0034330)	2/72	3.072164e-01	4.004364e-01	0	0	1.820037e+00	2.148013e+00	CXADR;LIMS2
GO_Biological_Process_2021	response to ionizing radiation (GO:0010212)	2/72	3.072164e-01	4.004364e-01	0	0	1.820037e+00	2.148013e+00	MSH2;RHOB
GO_Biological_Process_2021	sterol homeostasis (GO:0055092)	2/72	3.072164e-01	4.004364e-01	0	0	1.820037e+00	2.148013e+00	NPC2;RORA
GO_Biological_Process_2021	positive regulation of neurogenesis (GO:0050769)	2/72	3.072164e-01	4.004364e-01	0	0	1.820037e+00	2.148013e+00	SERPINF1;CX3CL1
GO_Biological_Process_2021	apoptotic nuclear changes (GO:0030262)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	TOP2A
GO_Biological_Process_2021	regulation of axon extension involved in axon guidance (GO:0048841)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	SEMA3G
GO_Biological_Process_2021	regulation of cell size (GO:0008361)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	EDN1
GO_Biological_Process_2021	carbohydrate biosynthetic process (GO:0016051)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	FUT1
GO_Biological_Process_2021	cardiac muscle cell development (GO:0055013)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	CXADR
GO_Biological_Process_2021	cholesterol efflux (GO:0033344)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	NPC2
GO_Biological_Process_2021	defense response to fungus (GO:0050832)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	S100A12
GO_Biological_Process_2021	dorsal/ventral pattern formation (GO:0009953)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	ACVRL1
GO_Biological_Process_2021	regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	IL1B
GO_Biological_Process_2021	inner ear morphogenesis (GO:0042472)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	FGFR2
GO_Biological_Process_2021	mammary gland development (GO:0030879)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	NOTCH4
GO_Biological_Process_2021	wound healing, spreading of cells (GO:0044319)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	ACVRL1
GO_Biological_Process_2021	negative regulation of lipid metabolic process (GO:0045833)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	IL1B
GO_Biological_Process_2021	negative regulation of neuron differentiation (GO:0045665)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	HES1
GO_Biological_Process_2021	negative regulation of ossification (GO:0030279)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	CHSY1
GO_Biological_Process_2021	negative regulation of synaptic transmission (GO:0050805)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	IL1B
GO_Biological_Process_2021	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	TNFAIP3
GO_Biological_Process_2021	nucleotide-excision repair, DNA gap filling (GO:0006297)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	PCNA
GO_Biological_Process_2021	positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	THBS1
GO_Biological_Process_2021	positive regulation of neuron apoptotic process (GO:0043525)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	BAX
GO_Biological_Process_2021	positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	THBS1
GO_Biological_Process_2021	protein exit from endoplasmic reticulum (GO:0032527)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	MAP1LC3C
GO_Biological_Process_2021	protein insertion into mitochondrial membrane (GO:0051204)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	BAX
GO_Biological_Process_2021	protein K48-linked deubiquitination (GO:0071108)	1/24	3.127999e-01	4.025239e-01	0	0	2.767272e+00	3.216100e+00	TNFAIP3
GO_Biological_Process_2021	defense response to Gram-negative bacterium (GO:0050829)	2/73	3.129334e-01	4.025239e-01	0	0	1.794311e+00	2.084568e+00	IL6;SERPINE1
GO_Biological_Process_2021	neurotransmitter transport (GO:0006836)	2/73	3.129334e-01	4.025239e-01	0	0	1.794311e+00	2.084568e+00	SLC22A3;SLC6A4
GO_Biological_Process_2021	regulation of cytokine-mediated signaling pathway (GO:0001959)	2/74	3.186402e-01	4.094012e-01	0	0	1.769300e+00	2.023536e+00	SPHK1;TNFAIP3
GO_Biological_Process_2021	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	2/74	3.186402e-01	4.094012e-01	0	0	1.769300e+00	2.023536e+00	NR4A3;ARPC1B
GO_Biological_Process_2021	microtubule cytoskeleton organization involved in mitosis (GO:1902850)	3/128	3.189240e-01	4.094012e-01	0	0	1.529511e+00	1.747929e+00	CDC20;CCNB1;ZWINT
GO_Biological_Process_2021	plasma membrane bounded cell projection organization (GO:0120036)	3/128	3.189240e-01	4.094012e-01	0	0	1.529511e+00	1.747929e+00	IL6;AGER;GPM6B
GO_Biological_Process_2021	regulation of AMPA receptor activity (GO:2000311)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	ARC
GO_Biological_Process_2021	cellular polysaccharide biosynthetic process (GO:0033692)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	HAS2
GO_Biological_Process_2021	regulation of interferon-alpha production (GO:0032647)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	TLR7
GO_Biological_Process_2021	regulation of mitochondrial fission (GO:0090140)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	RALA
GO_Biological_Process_2021	regulation of neutrophil chemotaxis (GO:0090022)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	DPP4
GO_Biological_Process_2021	regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	CTSC
GO_Biological_Process_2021	response to hexose (GO:0009746)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	THBS1
GO_Biological_Process_2021	organophosphate ester transport (GO:0015748)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	NPC2
GO_Biological_Process_2021	positive regulation of ERBB signaling pathway (GO:1901186)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	AGR2
GO_Biological_Process_2021	positive regulation of lipid metabolic process (GO:0045834)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	IL1B
GO_Biological_Process_2021	positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	SPHK1
GO_Biological_Process_2021	positive regulation of release of cytochrome c from mitochondria (GO:0090200)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	BAX
GO_Biological_Process_2021	positive regulation of T cell migration (GO:2000406)	1/25	3.234643e-01	4.125225e-01	0	0	2.651834e+00	2.993036e+00	CCR2
GO_Biological_Process_2021	innate immune response (GO:0045087)	6/302	3.273715e-01	4.171331e-01	0	0	1.293163e+00	1.444023e+00	FCN3;BTK;S100A12;PTX3;AGER;WFDC2
GO_Biological_Process_2021	protein glycosylation (GO:0006486)	3/130	3.274077e-01	4.171331e-01	0	0	1.505271e+00	1.680709e+00	GFPT2;ST3GAL5;FUT1
GO_Biological_Process_2021	RNA transport (GO:0050658)	2/76	3.300191e-01	4.198292e-01	0	0	1.721306e+00	1.908248e+00	ZFP36;ARC
GO_Biological_Process_2021	water-soluble vitamin metabolic process (GO:0006767)	2/76	3.300191e-01	4.198292e-01	0	0	1.721306e+00	1.908248e+00	SLC2A3;SLC19A2
GO_Biological_Process_2021	positive regulation of growth (GO:0045927)	2/76	3.300191e-01	4.198292e-01	0	0	1.721306e+00	1.908248e+00	SPHK1;AGR2
GO_Biological_Process_2021	cellular response to hypoxia (GO:0071456)	3/131	3.316493e-01	4.212648e-01	0	0	1.493434e+00	1.648269e+00	PLK3;RORA;PTGS2
GO_Biological_Process_2021	proteoglycan metabolic process (GO:0006029)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	IGF1
GO_Biological_Process_2021	purine-containing compound biosynthetic process (GO:0072522)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	AMPD1
GO_Biological_Process_2021	regulation of actin filament bundle assembly (GO:0032231)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	CX3CL1
GO_Biological_Process_2021	regulation of chondrocyte differentiation (GO:0032330)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	ACVRL1
GO_Biological_Process_2021	chaperone cofactor-dependent protein refolding (GO:0051085)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	SDF2L1
GO_Biological_Process_2021	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	GZMB
GO_Biological_Process_2021	regulation of regulatory T cell differentiation (GO:0045589)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	IRF1
GO_Biological_Process_2021	retinoic acid metabolic process (GO:0042573)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	CYP3A5
GO_Biological_Process_2021	negative regulation of signaling receptor activity (GO:2000272)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	RAMP3
GO_Biological_Process_2021	negative regulation of transposition (GO:0010529)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	APOBEC3B
GO_Biological_Process_2021	positive regulation of filopodium assembly (GO:0051491)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	RALA
GO_Biological_Process_2021	positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	ADAMTS1
GO_Biological_Process_2021	positive regulation of glucose import (GO:0046326)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	IGF1
GO_Biological_Process_2021	positive regulation of histone methylation (GO:0031062)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	MYB
GO_Biological_Process_2021	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	GZMB
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	1/26	3.339637e-01	4.212648e-01	0	0	2.545631e+00	2.791852e+00	IL12A
GO_Biological_Process_2021	positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	2/77	3.356891e-01	4.230215e-01	0	0	1.698268e+00	1.853779e+00	SPHK1;FAM107A
GO_Biological_Process_2021	positive regulation of type I interferon production (GO:0032481)	2/77	3.356891e-01	4.230215e-01	0	0	1.698268e+00	1.853779e+00	IRF1;TLR7
GO_Biological_Process_2021	regulation of cell motility (GO:2000145)	3/133	3.401298e-01	4.284052e-01	0	0	1.470308e+00	1.585622e+00	ABL2;RHOB;HBEGF
GO_Biological_Process_2021	acute inflammatory response (GO:0002526)	1/27	3.443007e-01	4.302490e-01	0	0	2.447598e+00	2.609726e+00	IL6
GO_Biological_Process_2021	regulation of cell junction assembly (GO:1901888)	1/27	3.443007e-01	4.302490e-01	0	0	2.447598e+00	2.609726e+00	CLDN5
GO_Biological_Process_2021	camera-type eye development (GO:0043010)	1/27	3.443007e-01	4.302490e-01	0	0	2.447598e+00	2.609726e+00	NES
